token,score,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort
0000548db87959c2,0.0,0.0,0.0,0.0,0.0,0.0
00016f8b45c25a1d,0.0,0.0,0.0,0.0,0.0,0.0
0004474e9e3f5470,0.0,0.0,0.0,0.0,0.0,0.0
000926dda92d592d,0.0,0.0,0.0,0.0,0.0,0.0
000bf168dd5159af,0.0,0.0,0.0,0.0,0.0,0.0
